Names,color_wine,Prices,ML,Ratings,Ratingsnum,Countrys,ABV %,rates,year,brand,location,city,raters_numb
Two Hands Ares Shiraz ,Red Wine,179.99,750,0.0,0,"Syrah/Shiraz from Barossa Valley, Barossa, South Australia, Australia",14.1,0,2014,Syrah/Shiraz,Australia,South Australia,0
Two Paddocks Pinot Noir ,Red Wine,55.99,750,0.0,0,"Pinot Noir from Central Otago, New Zealand",13.0,0,2021,Pinot Noir,New Zealand,Central Otago,0
Two Paddocks Riesling ,White Wine,38.99,750,0.0,0,"Riesling from Central Otago, New Zealand",13.0,"JS, RP",2018,Riesling,New Zealand,Central Otago,2
Two Paddocks Riesling ,White Wine,51.99,750,0.0,0,"Riesling from Central Otago, New Zealand",13.0,JS,2019,Riesling,New Zealand,Central Otago,1
Two Sisters Lindsay's Vineyard Pinot Noir ,Red Wine,28.99,750,0.0,0,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",14.5,0,2019,Pinot Noir,California,Central Coast,0
Two Vines Merlot,Red Wine,9.99,750,3.4,10,Merlot from Washington,13.5,0,0,Merlot,Washington,_Not_given_,0
Two Vines Cabernet Sauvignon,Red Wine,8.99,750,3.7,130,Cabernet Sauvignon from Washington,14.7,0,0,Cabernet Sauvignon,Washington,_Not_given_,0
Twomey Russian River Pinot Noir ,Red Wine,49.99,750,4.2,32,"Pinot Noir from Russian River, Sonoma County, California",14.5,WW,2019,Pinot Noir,California,Sonoma County,1
Twomey Sauvignon Blanc ,White Wine,29.99,750,4.2,6,"Sauvignon Blanc from North Coast, California",14.4,WW,2021,Sauvignon Blanc,California,North Coast,1
Txomin Etxaniz ,White Wine,21.99,750,3.8,9,"Other White Wine from Txakolina, Spain",11.0,"WW, JS",2021,Other White Wine,Spain,Txakolina,2
Txomin Etxaniz Rose ,Pink and Rosé,24.99,750,0.0,0,"Rosé from Txakolina, Spain",0.0,"WW, JS",2021,Rosé,Spain,Txakolina,2
Tyler Winery Sanford and Benedict Chardonnay ,White Wine,83.99,750,0.0,0,"Chardonnay from Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,RP,2017,Chardonnay,California,Central Coast,1
Tyler Winery Sanford and Benedict Chardonnay ,White Wine,73.99,750,0.0,0,"Chardonnay from Sta. Rita Hills, Santa Barbara, Central Coast, California",13.2,0,2020,Chardonnay,California,Central Coast,0
Tyler Winery La Rinconada Vineyard Pinot Noir ,Red Wine,79.99,750,0.0,0,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",13.3,0,2020,Pinot Noir,California,Central Coast,0
Tyler Winery Bien Nacido W Block Chardonnay ,White Wine,70.99,750,0.0,0,"Chardonnay from Santa Maria Valley, Central Coast, California",0.0,"RP, D",2017,Chardonnay,California,Central Coast,2
Tyler Winery Sanford and Benedict Pinot Noir ,Red Wine,99.99,750,0.0,0,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,V,2020,Pinot Noir,California,Central Coast,1
Tyler Winery Santa Barbara County Chardonnay ,White Wine,37.99,750,0.0,0,"Chardonnay from Santa Barbara, Central Coast, California",13.7,0,2021,Chardonnay,California,Central Coast,0
Tyler Winery La Rinconada Chardonnay ,White Wine,72.99,750,0.0,0,"Chardonnay from Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0,2020,Chardonnay,California,Central Coast,0
Tyler Winery Sta. Rita Hills Pinot Noir ,Red Wine,39.99,750,0.0,0,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",13.0,0,2021,Pinot Noir,California,Central Coast,0
Tyrrell's Hunter Valley Semillon ,White Wine,26.99,750,0.0,0,"Semillon from Hunter Valley, New South Wales, Australia",11.2,0,2021,Semillon,Australia,New South Wales,0
Tyrrell's Heathcote Rufus Stone Shiraz ,Red Wine,22.99,750,0.0,0,"Syrah/Shiraz from Heathcote, Victoria, Australia",14.7,0,2019,Syrah/Shiraz,Australia,Victoria,0
Tyrrell's Hunter Valley Shiraz ,Red Wine,22.99,750,0.0,0,"Syrah/Shiraz from Hunter Valley, New South Wales, Australia",13.5,0,2019,Syrah/Shiraz,Australia,New South Wales,0
Tyrrell's Vat 1 Semillon ,White Wine,65.99,750,0.0,0,"Semillon from Hunter Valley, New South Wales, Australia",11.0,WS,2015,Semillon,Australia,New South Wales,1
Tzora Judean Hills Blanc (OK Kosher) ,White Wine,37.99,750,0.0,0,Other White Blends from Israel,0.0,0,2021,Other White Blends,Israel,_Not_given_,0
Uccelliera Rapace Toscana ,Red Wine,36.99,750,0.0,0,"Tuscan Blends from Tuscany, Italy",14.5,"JS, RP",2018,Tuscan Blends,Italy,Tuscany,2
Uccelliera Rosso di Montalcino ,Red Wine,24.99,750,3.9,5,"Sangiovese from Montalcino, Tuscany, Italy",0.0,"V, JD, RP",2019,Sangiovese,Italy,Tuscany,3
Uccelliera Brunello di Montalcino ,Red Wine,58.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",15.0,"RP, JS",2017,Sangiovese,Italy,Tuscany,2
Ultimate Provence UP Rose ,Pink and Rosé,24.99,750,3.9,35,"Rosé from Cotes de Provence, Provence, South of France, France",12.5,"TP, JS",2021,Rosé,France,South of France,2
Ulysse Collin Blanc de Noirs Les Maillons Extra Brut (2018 base),Sparkling & Champagne,299.97,750,0.0,0,"Non-Vintage Sparkling Wine from Champagne, France",13.0,RP,0,Non-Vintage Sparkling Wine,France,Champagne,1
Ulysses Cabernet Sauvignon ,Red Wine,180.99,750,3.9,8,"Cabernet Sauvignon from Oakville, Napa Valley, California",0.0,"JS, V, RP, WS",2018,Cabernet Sauvignon,California,Napa Valley,4
Umani Ronchi Casal Di Serra Verdicchio ,White Wine,19.99,750,0.0,0,"Verdicchio from Marche, Italy",0.0,JS,2020,Verdicchio,Italy,Marche,1
Umani Ronchi Jorio Montepulciano d'Abruzzo ,Red Wine,21.99,750,0.0,0,"Montepulciano from Abruzzo, Italy",0.0,JS,2019,Montepulciano,Italy,Abruzzo,1
Umani Ronchi Terre di Chieti Vellodoro Pecorino ,White Wine,16.99,750,3.8,53,"Other White Wine from Abruzzo, Italy",0.0,"JS, TP",2020,Other White Wine,Italy,Abruzzo,2
Umberto Cesari Liano Sangiovese-Cabernet Sauvignon ,Red Wine,45.99,750,0.0,0,"Tuscan Blends from Emilia-Romagna, Italy",14.0,JS,2019,Tuscan Blends,Italy,Emilia-Romagna,1
Umberto Cesari Tauleto Sangiovese ,Red Wine,89.99,750,0.0,0,"Sangiovese from Emilia-Romagna, Italy",14.0,"V, JS",2014,Sangiovese,Italy,Emilia-Romagna,2
Uncorked by Cosmopolitan Chardonnay ,White Wine,15.99,750,3.4,35,Chardonnay from California,14.1,TP,2019,Chardonnay,California,_Not_given_,1
Uncorked by Cosmopolitan Pinot Noir ,Red Wine,14.99,750,3.3,39,Pinot Noir from California,13.5,TP,2019,Pinot Noir,California,_Not_given_,1
Uncorked by Cosmopolitan Cabernet Sauvignon ,Red Wine,15.99,750,3.5,47,Cabernet Sauvignon from California,14.1,TP,2018,Cabernet Sauvignon,California,_Not_given_,1
Underwood Cellars Rose Bubbles (375ML Wine in a Can),Sparkling & Champagne,7.99,375,4.4,35,Sparkling Rosé from Oregon,11.0,0,0,Sparkling Rosé,Oregon,_Not_given_,0
Underwood Cellars Rose (375ML Wine in a Can),Pink and Rosé,7.99,375,3.9,14,Rosé from Oregon,12.0,0,0,Rosé,Oregon,_Not_given_,0
Underwood Cellars Bubbles (375ML Wine in a Can),Sparkling & Champagne,7.99,375,4.2,21,Non-Vintage Sparkling Wine from Oregon,11.0,0,0,Non-Vintage Sparkling Wine,Oregon,_Not_given_,0
Underwood Cellars Pinot Gris (375ML Wine in a Can),White Wine,7.99,375,3.2,15,"Pinot Gris/Grigio from Willamette Valley, Oregon",13.0,0,0,Pinot Gris/Grigio,Oregon,Willamette Valley,0
Underwood Cellars Rose Bubbles ,Sparkling & Champagne,16.99,750,0.0,0,Sparkling Rosé from Oregon,0.0,0,2020,Sparkling Rosé,Oregon,_Not_given_,0
Underwood Cellars Pinot Noir (375ML Wine in a Can),Red Wine,7.99,375,3.6,35,Pinot Noir from Oregon,13.0,0,0,Pinot Noir,Oregon,_Not_given_,0
Underwood Cellars Bubbles ,Sparkling & Champagne,16.99,750,0.0,0,Vintage Sparkling Wine from Oregon,11.0,0,2018,Vintage Sparkling Wine,Oregon,_Not_given_,0
Underwood Cellars Pinot Noir ,Red Wine,13.99,750,4.0,8,Pinot Noir from Oregon,0.0,0,2020,Pinot Noir,Oregon,_Not_given_,0
Undurraga Sibaris Cabernet Sauvignon Gran Reserva ,Red Wine,12.99,750,3.8,16,"Cabernet Sauvignon from Maipo Valley, Chile",14.0,0,2014,Cabernet Sauvignon,Chile,Maipo Valley,0
Une Femme The Callie Sparkling Rose (187ML Split),Sparkling & Champagne,7.99,187,0.0,0,Sparkling Rosé from California,12.0,0,0,Sparkling Rosé,California,_Not_given_,0
Une Femme The Callie Sparkling Rose,Sparkling & Champagne,27.99,750,0.0,0,Sparkling Rosé from California,12.0,WW,0,Sparkling Rosé,California,_Not_given_,1
Unico Zelo Fresh AF Nero D'Avola ,Red Wine,26.99,750,0.0,0,"Nero d'Avola from Adelaide, South Australia, Australia",13.0,0,2021,Nero d'Avola,Australia,South Australia,0
Unico Zelo Jade and Jasper Fiano ,White Wine,22.99,750,0.0,0,"Fiano from Adelaide, South Australia, Australia",11.5,0,2020,Fiano,Australia,South Australia,0
Unico Zelo Truffle Hound Barbera Nebbiolo ,Red Wine,25.99,750,3.6,6,"Tuscan Blends from Adelaide, South Australia, Australia",13.0,0,2020,Tuscan Blends,Australia,South Australia,0
Uriondo Txakoli Bizkaiko Txakolina ,White Wine,22.99,750,0.0,0,"Other White Blends from Txakolina, Spain",0.0,0,2021,Other White Blends,Spain,Txakolina,0
Urlar Estate Sauvignon Blanc ,White Wine,18.99,750,0.0,0,"Sauvignon Blanc from Wairarapa, New Zealand",12.5,WS,2019,Sauvignon Blanc,New Zealand,Wairarapa,1
Uroulat Jurancon Sec Cuvee Marie ,White Wine,31.99,750,0.0,0,"Other White Blends from Southwest, France",0.0,0,2017,Other White Blends,France,Southwest,0
V8+ Prosecco Extra Dry Sandro,Sparkling & Champagne,18.99,750,0.0,0,"Non-Vintage Sparkling Wine from Prosecco, Italy",11.0,0,0,Non-Vintage Sparkling Wine,Italy,Prosecco,0
V8+ Lele Prosecco Rose Millesimato Brut,Sparkling & Champagne,18.99,750,0.0,0,"Sparkling Rosé from Prosecco, Italy",11.5,0,0,Sparkling Rosé,Italy,Prosecco,0
Val D'Oca Prosecco Extra Dry,Sparkling & Champagne,22.99,750,3.7,125,"Non-Vintage Sparkling Wine from Prosecco, Italy",11.0,0,0,Non-Vintage Sparkling Wine,Italy,Prosecco,0
Val de Mer by Patrick Piuze Brut Nature Rose,Sparkling & Champagne,26.99,750,4.0,38,"Sparkling Rosé from Chablis, Burgundy, France",12.0,WW,0,Sparkling Rosé,France,Burgundy,1
Val de Mer by Patrick Piuze Bourgogne Blanc ,White Wine,24.99,750,0.0,0,"Chardonnay from Burgundy, France",0.0,0,2020,Chardonnay,France,Burgundy,0
Val de Mer by Patrick Piuze Cremant De Bourgogne Non Dose,Sparkling & Champagne,26.99,750,3.8,15,"Non-Vintage Sparkling Wine from Chablis, Burgundy, France",12.0,0,0,Non-Vintage Sparkling Wine,France,Burgundy,0
Val delle Rose Litorale Vermentino ,White Wine,16.99,750,0.0,0,"Vermentino from Tuscany, Italy",13.5,JS,2021,Vermentino,Italy,Tuscany,1
Val delle Rose Aurelio ,Red Wine,34.99,750,0.0,0,"Sangiovese from Tuscany, Italy",13.5,JS,2017,Sangiovese,Italy,Tuscany,1
Val delle Rose Morellino di Scansano ,Red Wine,17.99,750,0.0,0,"Sangiovese from Scansano, Tuscany, Italy",13.5,JS,2019,Sangiovese,Italy,Tuscany,1
Val di Suga Rosso di Montalcino ,Red Wine,29.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,WS,2019,Sangiovese,Italy,Tuscany,1
Val di Suga Vigna Spuntali Brunello di Montalcino ,Red Wine,105.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,"JD, JS, WS",2016,Sangiovese,Italy,Tuscany,3
Val di Suga Poggio al Granchio Brunello di Montalcino ,Red Wine,110.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,WE,2016,Sangiovese,Italy,Tuscany,1
Val di Suga Rosso di Montalcino ,Red Wine,27.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,0,2020,Sangiovese,Italy,Tuscany,0
Val di Suga Brunello di Montalcino ,Red Wine,69.99,750,4.1,9,"Sangiovese from Montalcino, Tuscany, Italy",14.0,"RP, JD, JS, D, WS",2015,Sangiovese,Italy,Tuscany,5
Val di Toro Auramaris Vermentino ,White Wine,25.99,750,0.0,0,"Vermentino from Tuscany, Italy",0.0,0,2021,Vermentino,Italy,Tuscany,0
Val di Toro Alfa Tauri Rosato ,Pink and Rosé,19.99,750,0.0,0,"Rosé from Tuscany, Italy",0.0,0,2021,Rosé,Italy,Tuscany,0
Valckenberg Dornfelder ,Red Wine,18.99,750,0.0,0,"Other Red Wine from Rheinhessen, Germany",9.5,0,2020,Other Red Wine,Germany,Rheinhessen,0
Valdicava Rosso di Montalcino ,Red Wine,58.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,0,2019,Sangiovese,Italy,Tuscany,0
Valdicava Brunello di Montalcino ,Red Wine,139.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,"JS, RP, WS",2017,Sangiovese,Italy,Tuscany,3
Valdicava Montosoli Brunello di Montalcino (1.5 Liter Magnum) ,Red Wine,699.97,1500,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,"JS, WS, RP",2016,Sangiovese,Italy,Tuscany,3
Valdicava Madonna del Piano Brunello di Montalcino Riserva (1.5 Liter Magnum) ,Red Wine,539.99,1500,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,"JS, WS, RP",2016,Sangiovese,Italy,Tuscany,3
Valdicava Madonna del Piano Brunello di Montalcino Riserva (1.5 Liter Magnum) ,Red Wine,529.99,1500,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,"JS, WS, RP",2015,Sangiovese,Italy,Tuscany,3
Valdicava Madonna del Piano Brunello di Montalcino Riserva ,Red Wine,289.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,"JS, WS, RP",2016,Sangiovese,Italy,Tuscany,3
Valdo Cuvee 1926 Prosecco Superiore,Sparkling & Champagne,24.99,750,3.7,43,"Non-Vintage Sparkling Wine from Valdobbiadene, Prosecco, Italy",11.5,"SJ, WW, JS",0,Non-Vintage Sparkling Wine,Italy,Prosecco,3
Valdo Marca Oro Prosecco,Sparkling & Champagne,14.99,750,3.8,106,"Non-Vintage Sparkling Wine from Prosecco, Italy",11.0,WW,0,Non-Vintage Sparkling Wine,Italy,Prosecco,1
Valdo Floral Rose Brut,Sparkling & Champagne,18.99,750,0.0,0,Sparkling Rosé from Italy,11.5,SJ,0,Sparkling Rosé,Italy,_Not_given_,1
Valiano 6.38 Chianti Classico Gran Selezione ,Red Wine,27.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.0,"JS, WW, D",2016,Sangiovese,Italy,Tuscany,3
Valiano Poggio Teo Chianti Classico ,Red Wine,25.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.5,WW,2017,Sangiovese,Italy,Tuscany,1
Valiano Chianti Classico ,Red Wine,22.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.0,WW,2018,Sangiovese,Italy,Tuscany,1
Vall Llach Porrera de Vi de Vila Priorat ,Red Wine,69.99,750,0.0,0,"Other Red Blends from Priorat, Spain",15.5,0,2020,Other Red Blends,Spain,Priorat,0
Vall Llach Embruix ,Red Wine,26.99,750,4.9,29,"Other Red Blends from Priorat, Spain",15.5,0,2019,Other Red Blends,Spain,Priorat,0
Valle Dell'Acate Ira di Iri Cerasuolo di Vittoria Classico ,Red Wine,71.99,750,0.0,0,"Other Red Blends from Sicily, Italy",13.5,V,2013,Other Red Blends,Italy,Sicily,1
Valle Dell'Acate Cerasuolo di Vittoria Classico ,Red Wine,26.99,750,0.0,0,"Other Red Blends from Sicily, Italy",0.0,JS,2019,Other Red Blends,Italy,Sicily,1
Valle Dell'Acate Vittoria Il Frappato ,Red Wine,25.99,750,3.5,18,"Frappato from Sicily, Italy",13.0,"JS, RP, WE",2020,Frappato,Italy,Sicily,3
Valle Dell'Acate Il Moro Nero d'Avola ,Red Wine,26.99,750,3.8,11,"Nero d'Avola from Sicily, Italy",13.5,"JS, RP",2017,Nero d'Avola,Italy,Sicily,2
Valle Dell'Acate Zagra Grillo ,White Wine,25.99,750,0.0,0,"Grillo from Sicily, Italy",13.5,JS,2020,Grillo,Italy,Sicily,1
Valle Reale Montepulciano d'Abruzzo ,Red Wine,18.99,750,3.8,10,"Montepulciano from Abruzzo, Italy",12.5,0,2020,Montepulciano,Italy,Abruzzo,0
Valley of the Moon Zinfandel ,Red Wine,16.99,750,0.0,0,"Zinfandel from Sonoma County, California",14.9,0,2019,Zinfandel,California,Sonoma County,0
Valley of the Moon Pinot Noir ,Red Wine,34.99,750,0.0,0,"Pinot Noir from Carneros, California",14.4,0,2020,Pinot Noir,California,Carneros,0
Valley of the Moon Sonoma County Chardonnay ,White Wine,17.98,750,0.0,0,"Chardonnay from Sonoma County, California",0.0,0,2017,Chardonnay,California,Sonoma County,0
Valley of the Moon Blend 1941 ,Red Wine,15.99,750,0.0,0,"Other Red Blends from Sonoma County, California",0.0,0,2017,Other Red Blends,California,Sonoma County,0
Valley of the Moon Sonoma County Chardonnay ,White Wine,19.99,750,0.0,0,"Chardonnay from Sonoma County, California",14.2,0,2020,Chardonnay,California,Sonoma County,0
Valley of the Moon Cabernet Sauvignon ,Red Wine,20.99,750,0.0,0,"Cabernet Sauvignon from Sonoma County, California",0.0,0,2019,Cabernet Sauvignon,California,Sonoma County,0
Valley of the Moon Pinot Gris-Viognier ,White Wine,18.99,750,0.0,0,"Other White Blends from Sonoma County, California",0.0,0,2021,Other White Blends,California,Sonoma County,0
Valravn Cabernet Sauvignon ,Red Wine,25.99,750,0.0,0,"Cabernet Sauvignon from Sonoma County, California",0.0,0,2019,Cabernet Sauvignon,California,Sonoma County,0
Valravn Pinot Noir ,Red Wine,25.99,750,0.0,0,"Pinot Noir from Sonoma County, California",0.0,0,2020,Pinot Noir,California,Sonoma County,0
Valravn Sonoma Zinfandel ,Red Wine,22.99,750,3.7,12,"Zinfandel from Sonoma County, California",14.9,WE,2019,Zinfandel,California,Sonoma County,1
Vampire Vineyards Cabernet Sauvignon ,Red Wine,16.99,750,0.0,0,Cabernet Sauvignon from California,13.5,0,2020,Cabernet Sauvignon,California,_Not_given_,0
Vampire Vineyards Red Blend ,Red Wine,14.99,750,0.0,0,Other Red Blends from California,13.5,0,2016,Other Red Blends,California,_Not_given_,0
Van Ardi Red Blend ,Red Wine,19.99,750,0.0,0,Other Red Blends from Armenia,13.5,WW,2019,Other Red Blends,Armenia,_Not_given_,1
Van Ardi Areni Reserve ,Red Wine,31.99,750,0.0,0,Other Red Blends from Armenia,14.0,0,2018,Other Red Blends,Armenia,_Not_given_,0
Van Duzer Pinot Gris ,White Wine,21.99,750,0.0,0,"Pinot Gris/Grigio from Willamette Valley, Oregon",0.0,0,2021,Pinot Gris/Grigio,Oregon,Willamette Valley,0
Van Duzer Willamette Valley Pinot Noir ,Red Wine,29.99,750,0.0,0,"Pinot Noir from Willamette Valley, Oregon",13.5,0,2020,Pinot Noir,Oregon,Willamette Valley,0
Van Zellers & Co VZ Red ,Red Wine,24.99,750,0.0,0,"Other Red Blends from Douro, Portugal",0.0,RP,2019,Other Red Blends,Portugal,Douro,1
Vandal Gonzo Militia White Wine ,White Wine,35.99,750,3.6,7,"Other White Blends from Marlborough, New Zealand",13.5,0,2019,Other White Blends,New Zealand,Marlborough,0
Vandal Gonzo Resistance Sauvignon Blanc ,White Wine,25.99,750,0.0,0,"Sauvignon Blanc from Marlborough, New Zealand",0.0,0,2020,Sauvignon Blanc,New Zealand,Marlborough,0
Vandal Gonzo Resistance Sauvignon Blanc ,White Wine,33.99,750,0.0,0,"Sauvignon Blanc from Marlborough, New Zealand",13.0,0,2019,Sauvignon Blanc,New Zealand,Marlborough,0
Vanderpump Cabernet Sauvignon ,Red Wine,26.99,750,3.8,156,"Cabernet Sauvignon from Sonoma County, California",14.2,WW,2017,Cabernet Sauvignon,California,Sonoma County,1
Vanderpump Chardonnay ,White Wine,27.99,750,3.6,157,"Chardonnay from Sonoma Coast, Sonoma County, California",14.5,"TP, WW",2018,Chardonnay,California,Sonoma County,2
Vanderpump Rose ,Pink and Rosé,22.98,750,3.6,55,"Rosé from Cotes de Provence, Provence, South of France, France",13.0,0,2020,Rosé,France,South of France,0
Vara y Pulgar by Alberto Orte Tintilla ,Red Wine,25.99,750,0.0,0,Other Red Wine from Spain,13.5,0,2020,Other Red Wine,Spain,_Not_given_,0
Varichon & Clerc Privilege Blanc de Blancs,Sparkling & Champagne,15.99,750,3.6,39,"Non-Vintage Sparkling Wine from Savoie, France",12.0,0,0,Non-Vintage Sparkling Wine,France,Savoie,0
Varner Los Alamos Vineyard Pinot Noir ,Red Wine,24.99,750,3.2,8,"Pinot Noir from Santa Barbara, Central Coast, California",13.5,RP,2015,Pinot Noir,California,Central Coast,1
Varner El Camino Vineyard Chardonnay ,White Wine,24.99,750,0.0,0,"Chardonnay from Santa Barbara, Central Coast, California",0.0,W&S,2017,Chardonnay,California,Central Coast,1
Varner El Camino Vineyard Chardonnay ,White Wine,26.99,750,0.0,0,"Chardonnay from Santa Barbara, Central Coast, California",0.0,RP,2016,Chardonnay,California,Central Coast,1
Varvaglione Vigne & Vini srl 12 e Mezzo Negroamaro del Salento ,Red Wine,16.99,750,0.0,0,"Negroamaro from Puglia, Italy",12.5,JS,2019,Negroamaro,Italy,Puglia,1
Varvaglione Vigne & Vini srl Primitivo di Manduria Papale Linea Oro ,Red Wine,23.99,750,3.9,27,"Primitivo from Puglia, Italy",14.5,WE,2017,Primitivo,Italy,Puglia,1
Varvaglione Vigne & Vini srl 12 e Mezzo Primitivo del Salento ,Red Wine,13.99,750,0.0,0,"Primitivo from Puglia, Italy",12.5,0,2020,Primitivo,Italy,Puglia,0
Vasse Felix Filius Chardonnay ,White Wine,28.99,750,3.3,14,"Chardonnay from Margaret River, Western Australia, Australia",13.0,"WE, W&S",2020,Chardonnay,Australia,Western Australia,2
Vasse Felix Heytesbury Chardonnay ,White Wine,77.99,750,0.0,0,"Chardonnay from Margaret River, Western Australia, Australia",13.5,"RP, WE, D, WS",2020,Chardonnay,Australia,Western Australia,4
Vasse Felix Tom Cullity Cabernet Sauvignon-Malbec ,Red Wine,169.99,750,0.0,0,"Cabernet Sauvignon from Margaret River, Western Australia, Australia",14.5,"JH, JS, WE",2017,Cabernet Sauvignon,Australia,Western Australia,3
Vasse Felix Heytesbury Chardonnay ,White Wine,74.98,750,0.0,0,"Chardonnay from Margaret River, Western Australia, Australia",13.0,"JS, V, WW, WS",2017,Chardonnay,Australia,Western Australia,4
Vasse Felix Cabernet Sauvignon ,Red Wine,39.99,750,0.0,0,"Cabernet Sauvignon from Margaret River, Western Australia, Australia",14.5,"D, RP",2019,Cabernet Sauvignon,Australia,Western Australia,2
Vasse Felix Filius Cabernet Sauvignon ,Red Wine,28.99,750,3.8,207,"Cabernet Sauvignon from Margaret River, Western Australia, Australia",14.5,"JH, JS, WS, RP",2019,Cabernet Sauvignon,Australia,Western Australia,4
Vasse Felix Tom Cullity Cabernet Sauvignon-Malbec ,Red Wine,169.99,750,0.0,0,"Cabernet Sauvignon from Margaret River, Western Australia, Australia",14.0,"WE, JS, RP, WW, D, WS",2015,Cabernet Sauvignon,Australia,Western Australia,6
VDR Very Dark Red ,Red Wine,19.99,750,0.0,0,"Other Red Blends from Monterey, Central Coast, California",0.0,TP,2020,Other Red Blends,California,Central Coast,1
Velenosi Brecciarolo Rosso Piceno Superiore ,Red Wine,18.99,750,0.0,0,"Other Red Blends from Marche, Italy",0.0,JS,2018,Other Red Blends,Italy,Marche,1
Velenosi Querciantica Verdicchio Castelli di Jesi Classico ,White Wine,18.99,750,0.0,0,"Verdicchio from Marche, Italy",13.0,0,2021,Verdicchio,Italy,Marche,0
Velenosi Brecciarolo Rosso Piceno Superiore ,Red Wine,18.99,750,0.0,0,"Other Red Blends from Marche, Italy",13.5,JS,2019,Other Red Blends,Italy,Marche,1
Velenosi Villa Angela Pecorino ,White Wine,19.99,750,4.7,5,Other White Wine from Italy,12.5,0,2020,Other White Wine,Italy,_Not_given_,0
Velenosi Passerina Brut,Sparkling & Champagne,19.99,750,3.3,9,"Non-Vintage Sparkling Wine from Marche, Italy",12.0,0,0,Non-Vintage Sparkling Wine,Italy,Marche,0
Velenosi Lacrima di Morro d'Alba ,Red Wine,18.99,750,0.0,0,"Other Red Wine from Marche, Italy",0.0,JS,2020,Other Red Wine,Italy,Marche,1
Velenosi Roggio del Filare ,Red Wine,58.99,750,0.0,0,"Other Red Blends from Marche, Italy",0.0,RP,2018,Other Red Blends,Italy,Marche,1
Velenosi Ludi ,Red Wine,67.99,750,0.0,0,Other Red Blends from Italy,14.5,JS,2018,Other Red Blends,Italy,_Not_given_,1
Velenosi Roggio del Filare ,Red Wine,54.99,750,0.0,0,"Other Red Blends from Marche, Italy",0.0,JS,2017,Other Red Blends,Italy,Marche,1
Velenosi Villa Angela Pecorino ,White Wine,19.99,750,0.0,0,Other White Wine from Italy,12.5,0,2021,Other White Wine,Italy,_Not_given_,0
Venge Vineyards Silencieux Cabernet Sauvignon ,Red Wine,64.99,750,4.0,10,"Cabernet Sauvignon from Napa Valley, California",0.0,"JD, RP",2019,Cabernet Sauvignon,California,Napa Valley,2
Venge Vineyards Scout's Honor Proprietary Red ,Red Wine,38.99,750,4.6,58,"Other Red Blends from Napa Valley, California",15.3,"WE, RP",2019,Other Red Blends,California,Napa Valley,2
Venta Morales Tempranillo ,Red Wine,9.99,750,0.0,0,"Tempranillo from La Mancha, Spain",0.0,0,2020,Tempranillo,Spain,La Mancha,0
Venturini Baldini Marchese Manodori Lambrusco,Sparkling & Champagne,18.99,750,3.5,45,"Red Sparkling Wine from Emilia-Romagna, Italy",12.0,"SJ, JS",0,Red Sparkling Wine,Italy,Emilia-Romagna,2
Venturini Baldini Montelocco Lambrusco,Sparkling & Champagne,17.99,750,3.8,64,"Red Sparkling Wine from Emilia-Romagna, Italy",11.5,"SJ, JS",0,Red Sparkling Wine,Italy,Emilia-Romagna,2
Venturini Baldini Ca' del Vento Lambrusco Rose,Sparkling & Champagne,21.99,750,3.5,28,"Sparkling Rosé from Emilia-Romagna, Italy",12.0,JS,0,Sparkling Rosé,Italy,Emilia-Romagna,1
Ver Sacrum GSM ,Red Wine,22.99,750,0.0,0,"Rhone Red Blends from Uco Valley, Mendoza, Argentina",13.8,0,2020,Rhone Red Blends,Argentina,Mendoza,0
Vera Vinho Verde Branco ,White Wine,15.99,750,0.0,0,"Other White Blends from Vinho Verde, Portugal",0.0,0,2021,Other White Blends,Portugal,Vinho Verde,0
Vera Wang Party Prosecco,Sparkling & Champagne,24.99,750,4.1,6,"Non-Vintage Sparkling Wine from Veneto, Italy",11.5,SJ,0,Non-Vintage Sparkling Wine,Italy,Veneto,1
